Order ID,Cust Name,Cust ID,Customer Email,Customer Age,Customer Gender,Customer Region,Customer City,Product Name,Product ID,Product Category,Unit Price,Quantity,Discount (%),Total Amount,Payment Method,Order Status,Order Date,Delivery Days,Rating
ORD-006310,Sandra Lee,CUST-0402,sandra.lee402@example.com,27,Other,Central,Raipur,Hoodie,PROD-0013,Clothing,50.64,2,0,101.28,Credit Card,Completed,2024-04-03,9,3
ORD-006311,Reyansh Chopra,CUST-0381,reyansh.chopra381@example.com,44,Male,West,Goa,Hoodie,PROD-0013,Clothing,50.64,1,20,40.51,Cash on Delivery,Completed,2025-10-11,14,5
ORD-006312,Joseph White,CUST-0023,joseph.white23@example.com,42,Other,North,Lucknow,USB-C Hub,PROD-0003,Electronics,61.28,3,5,174.65,Cash on Delivery,Pending,2024-02-08,,
ORD-006313,Suresh Lee,CUST-0418,suresh.lee418@example.com,24,Female,South,Bangalore,Hoodie,PROD-0013,Clothing,50.64,3,25,113.94,Debit Card,Completed,2024-10-22,10,
ORD-006314,Lucas Nair,CUST-0558,lucas.nair558@example.com,45,Male,Central,Raipur,Scarf,PROD-0020,Clothing,33.28,3,15,84.86,Cash on Delivery,Completed,2024-09-24,8,4
ORD-006315,Aarav White,CUST-0030,aarav.white30@example.com,19,Male,East,Guwahati,Tennis Racket,PROD-0047,Sports,61.92,1,10,55.73,Cash on Delivery,Completed,2024-09-11,11,5
ORD-006316,Rajesh Martinez,CUST-0203,rajesh.martinez203@example.com,69,Female,East,Kolkata,Fiction Novel,PROD-0037,Books,12.83,1,5,12.19,Debit Card,Completed,2025-07-06,4,4
ORD-006317,David Smith,CUST-0195,david.smith195@example.com,20,Other,West,Goa,Coffee Maker,PROD-0021,Home & Kitchen,62.05,1,10,55.84,UPI,Pending,2024-04-25,,
ORD-006318,Sai Walker,CUST-0085,sai.walker85@example.com,51,Other,West,Mumbai,Tea Kettle,PROD-0030,Home & Kitchen,40.05,4,10,144.18,Debit Card,Completed,2024-08-28,9,5
ORD-006319,Sunita Robinson,CUST-0475,sunita.robinson475@example.com,43,Male,Central,Indore,Web Development,PROD-0034,Books,44.41,1,15,37.75,Wallet,Completed,2025-10-22,7,4
ORD-006320,William Kulkarni,CUST-0583,william.kulkarni583@example.com,49,Female,West,Pune,Knife Set,PROD-0025,Home & Kitchen,68.52,4,5,260.38,Cash on Delivery,Completed,2024-07-26,12,5
ORD-006321,Sai Verma,CUST-0372,sai.verma372@example.com,59,Other,North,Delhi,Knife Set,PROD-0025,Home & Kitchen,68.52,2,15,116.48,Wallet,Completed,2025-06-14,12,5
ORD-006322,Suresh Lee,CUST-0418,suresh.lee418@example.com,24,Female,South,Bangalore,Cutting Board,PROD-0028,Home & Kitchen,11.96,1,0,11.96,Debit Card,Cancelled,2025-01-25,,
ORD-006323,Karen Gupta,CUST-0705,karen.gupta705@example.com,47,Female,East,Guwahati,Yoga Mat,PROD-0041,Sports,42.7,2,5,81.13,Net Banking,Cancelled,2025-07-19,,
ORD-006324,Sandra Desai,CUST-0767,sandra.desai767@example.com,58,Other,North,Delhi,Sports Socks (3-pack),PROD-0018,Clothing,13.94,5,20,55.76,Credit Card,Completed,2025-06-17,2,2
ORD-006325,Divya Singh,CUST-0666,divya.singh666@example.com,40,Other,West,Goa,Webcam HD,PROD-0006,Electronics,72.22,2,15,122.77,Wallet,Returned,2024-05-22,,
ORD-006326,Kavita Thompson,CUST-0385,kavita.thompson385@example.com,21,Female,East,Kolkata,Scarf,PROD-0020,Clothing,33.28,1,0,33.28,Credit Card,Cancelled,2024-05-29,,
ORD-006327,Nancy Pillai,CUST-0375,nancy.pillai375@example.com,47,Male,West,Ahmedabad,Business Strategy,PROD-0035,Books,33.11,1,10,29.8,Net Banking,Returned,2024-11-26,,
ORD-006328,Vivaan Nair,CUST-0791,vivaan.nair791@example.com,40,Female,South,Hyderabad,Self-Help Guide,PROD-0036,Books,10.26,2,10,18.47,Debit Card,Completed,2024-08-16,3,4
ORD-006329,Linda Martin,CUST-0744,linda.martin744@example.com,36,Female,Central,Jabalpur,Dish Rack,PROD-0029,Home & Kitchen,28.32,1,20,22.66,Credit Card,Completed,2025-07-05,8,4
ORD-006330,Kavita Thompson,CUST-0447,kavita.thompson447@example.com,45,Female,North,Delhi,Basketball,PROD-0046,Sports,39.63,2,0,79.26,Credit Card,Completed,2024-05-28,1,
ORD-006331,Nisha Kulkarni,CUST-0687,nisha.kulkarni687@example.com,40,Female,South,Bangalore,Python Programming,PROD-0031,Books,22.63,3,10,61.1,Wallet,Completed,2025-02-17,2,5
ORD-006332,Nisha Clark,CUST-0552,nisha.clark552@example.com,58,Female,West,Goa,Basketball,PROD-0046,Sports,39.63,4,10,142.67,Net Banking,Completed,2024-11-29,12,2
ORD-006333,Robert Jackson,CUST-0664,robert.jackson664@example.com,42,Female,Central,Nagpur,Fiction Novel,PROD-0037,Books,12.83,2,10,23.09,Net Banking,Completed,2024-09-07,12,3
ORD-006334,Nikhil Patel,CUST-0710,nikhil.patel710@example.com,50,Other,West,Mumbai,Winter Jacket,PROD-0016,Clothing,125.83,1,5,119.54,Credit Card,Returned,2024-09-18,,
ORD-006335,Margaret Reddy,CUST-0084,margaret.reddy84@example.com,30,Female,West,Goa,Cycling Gloves,PROD-0049,Sports,31.15,2,10,56.07,Debit Card,Completed,2024-08-07,2,3
ORD-006336,Lisa Hernandez,CUST-0024,lisa.hernandez24@example.com,18,Other,East,Ranchi,Tennis Racket,PROD-0047,Sports,61.92,1,5,58.82,Credit Card,Completed,2024-07-01,7,4
ORD-006337,Arjun Shah,CUST-0501,arjun.shah501@example.com,31,Other,East,Kolkata,Cap,PROD-0019,Clothing,12.46,2,10,22.43,Debit Card,Pending,2025-09-25,,
ORD-006338,Charlotte Singh,CUST-0561,charlotte.singh561@example.com,49,Male,East,Kolkata,Fiction Novel,PROD-0037,Books,12.83,1,5,12.19,Cash on Delivery,Completed,2024-08-17,15,5
ORD-006339,Krishna Malhotra,CUST-0729,krishna.malhotra729@example.com,26,Other,Central,Raipur,Blender,PROD-0022,Home & Kitchen,46.5,2,0,93.0,Debit Card,Completed,2024-10-24,10,3
ORD-006340,Margaret Garcia,CUST-0393,margaret.garcia393@example.com,20,Male,Central,Bhopal,Gym Bag,PROD-0050,Sports,52.65,3,5,150.05,Wallet,Completed,2024-09-20,10,5
ORD-006341,Lisa Malhotra,CUST-0435,lisa.malhotra435@example.com,61,Other,South,Kochi,Knife Set,PROD-0025,Home & Kitchen,68.52,3,10,185.0,Net Banking,Completed,2025-04-04,3,5
ORD-006342,Reyansh White,CUST-0209,reyansh.white209@example.com,67,Male,West,Ahmedabad,Running Shoes,PROD-0014,Clothing,41.04,2,10,73.87,Credit Card,Completed,2024-03-27,3,4
ORD-006343,Swati Lee,CUST-0010,swati.lee10@example.com,54,Male,Central,Nagpur,Denim Jeans,PROD-0012,Clothing,82.97,3,10,224.02,Wallet,Returned,2024-02-26,,
ORD-006344,Susan Clark,CUST-0748,susan.clark748@example.com,64,Male,East,Bhubaneswar,Storage Containers,PROD-0027,Home & Kitchen,35.05,1,15,29.79,Net Banking,Completed,2025-12-02,2,4
ORD-006345,Amit Lee,CUST-0686,amit.lee686@example.com,46,Male,North,Jaipur,Winter Jacket,PROD-0016,Clothing,125.83,2,0,251.66,Debit Card,Completed,2024-04-25,4,5
ORD-006346,Charlotte Singh,CUST-0561,charlotte.singh561@example.com,49,Male,East,Kolkata,Webcam HD,PROD-0006,Electronics,72.22,2,0,144.44,Cash on Delivery,Completed,2025-10-08,11,5
ORD-006347,Suresh Sharma,CUST-0453,suresh.sharma453@example.com,47,Other,North,Jaipur,Toaster,PROD-0023,Home & Kitchen,31.12,3,10,84.02,Cash on Delivery,Completed,2025-11-28,3,4
ORD-006348,Nikhil Pillai,CUST-0698,nikhil.pillai698@example.com,43,Other,North,Delhi,Blender,PROD-0022,Home & Kitchen,46.5,2,5,88.35,Net Banking,Completed,2024-12-22,13,5
ORD-006349,Riya Martinez,CUST-0468,riya.martinez468@example.com,44,Female,North,Amritsar,Basketball,PROD-0046,Sports,39.63,1,0,39.63,Debit Card,Cancelled,2025-11-29,,
ORD-006350,Mary Pillai,CUST-0462,mary.pillai462@example.com,60,Other,East,Bhubaneswar,Basketball,PROD-0046,Sports,39.63,3,0,118.89,Net Banking,Completed,2024-01-17,2,4
ORD-006351,Rajesh Kulkarni,CUST-0320,rajesh.kulkarni320@example.com,64,Other,South,Coimbatore,Cap,PROD-0019,Clothing,12.46,4,10,44.86,Debit Card,Completed,2025-12-20,6,5
ORD-006352,Deepak Brown,CUST-0227,deepak.brown227@example.com,52,Other,North,Jaipur,Fiction Novel,PROD-0037,Books,12.83,4,10,46.19,Debit Card,Returned,2024-07-12,,
ORD-006353,David Malhotra,CUST-0681,david.malhotra681@example.com,29,Other,East,Bhubaneswar,Cutting Board,PROD-0028,Home & Kitchen,11.96,1,15,10.17,Credit Card,Completed,2024-01-14,3,
ORD-006354,Mark Mehta,CUST-0518,mark.mehta518@example.com,26,Female,West,Pune,Scarf,PROD-0020,Clothing,33.28,2,5,63.23,Net Banking,Returned,2024-08-15,,
ORD-006355,Deepak Rodriguez,CUST-0307,deepak.rodriguez307@example.com,66,Other,Central,Nagpur,Blender,PROD-0022,Home & Kitchen,46.5,2,15,79.05,Wallet,Cancelled,2024-09-09,,
ORD-006356,Nancy Thomas,CUST-0054,nancy.thomas54@example.com,21,Other,Central,Indore,Cycling Gloves,PROD-0049,Sports,31.15,1,5,29.59,Credit Card,Pending,2025-08-12,,
ORD-006357,Jennifer Shah,CUST-0669,jennifer.shah669@example.com,55,Female,South,Chennai,Hoodie,PROD-0013,Clothing,50.64,1,10,45.58,Net Banking,Completed,2024-02-10,11,5
ORD-006358,Ishaan Rodriguez,CUST-0356,ishaan.rodriguez356@example.com,23,Other,South,Kochi,Water Bottle,PROD-0026,Home & Kitchen,17.56,1,0,17.56,UPI,Cancelled,2025-05-19,,
ORD-006359,Jennifer Mehta,CUST-0484,jennifer.mehta484@example.com,49,Male,South,Coimbatore,Laptop Stand,PROD-0009,Electronics,59.55,5,5,282.86,Net Banking,Completed,2024-08-04,14,2
ORD-006360,Lucas Jones,CUST-0553,lucas.jones553@example.com,55,Male,Central,Raipur,Business Strategy,PROD-0035,Books,33.11,4,5,125.82,Wallet,Completed,2024-06-01,13,5
ORD-006361,Karan Lewis,CUST-0204,karan.lewis204@example.com,22,Female,Central,Indore,Self-Help Guide,PROD-0036,Books,10.26,2,5,19.49,Net Banking,Completed,2025-12-07,12,2
ORD-006362,Ashley Brown,CUST-0214,ashley.brown214@example.com,35,Male,Central,Jabalpur,Tennis Racket,PROD-0047,Sports,61.92,1,25,46.44,Credit Card,Pending,2024-04-14,,
ORD-006363,Sara Anderson,CUST-0745,sara.anderson745@example.com,35,Other,North,Jaipur,Cycling Gloves,PROD-0049,Sports,31.15,2,10,56.07,Cash on Delivery,Completed,2024-07-28,7,
ORD-006364,Mark Mehta,CUST-0518,mark.mehta518@example.com,26,Female,West,Pune,Laptop Stand,PROD-0009,Electronics,59.55,4,15,202.47,Net Banking,Returned,2024-07-23,,
ORD-006365,Myra Sharma,CUST-0591,myra.sharma591@example.com,22,Male,South,Kochi,Gym Bag,PROD-0050,Sports,52.65,2,5,100.03,Credit Card,Completed,2024-11-04,11,5
ORD-006366,Manoj Reddy,CUST-0338,manoj.reddy338@example.com,43,Other,East,Guwahati,Storage Containers,PROD-0027,Home & Kitchen,35.05,2,0,70.1,Debit Card,Completed,2025-04-12,15,4
ORD-006367,Ayaan Walker,CUST-0406,ayaan.walker406@example.com,31,Other,South,Coimbatore,Dish Rack,PROD-0029,Home & Kitchen,28.32,1,5,26.9,Wallet,Pending,2024-06-29,,
ORD-006368,Daniel Gupta,CUST-0721,daniel.gupta721@example.com,43,Male,South,Hyderabad,Business Strategy,PROD-0035,Books,33.11,4,5,125.82,Credit Card,Completed,2025-10-27,13,3
ORD-006369,Swati Lee,CUST-0010,swati.lee10@example.com,54,Male,Central,Nagpur,Bluetooth Headphones,PROD-0002,Electronics,92.28,4,10,332.21,Credit Card,Completed,2025-10-09,14,5
ORD-006370,Arjun Verma,CUST-0003,arjun.verma3@example.com,32,Other,North,Chandigarh,Bluetooth Headphones,PROD-0002,Electronics,92.28,1,10,83.05,Cash on Delivery,Completed,2025-09-29,1,2
ORD-006371,Matthew King,CUST-0764,matthew.king764@example.com,57,Female,North,Chandigarh,Python Programming,PROD-0031,Books,22.63,1,0,22.63,Net Banking,Completed,2025-03-04,8,3
ORD-006372,Deepak Taylor,CUST-0360,deepak.taylor360@example.com,53,Other,North,Jaipur,Laptop Stand,PROD-0009,Electronics,59.55,3,5,169.72,Wallet,Cancelled,2024-09-07,,
ORD-006373,Ashley Chopra,CUST-0342,ashley.chopra342@example.com,23,Female,East,Kolkata,Casual Shorts,PROD-0017,Clothing,29.07,1,15,24.71,Debit Card,Completed,2024-06-10,10,4
ORD-006374,Patricia Williams,CUST-0258,patricia.williams258@example.com,27,Other,North,Chandigarh,Tea Kettle,PROD-0030,Home & Kitchen,40.05,5,0,200.25,Cash on Delivery,Pending,2024-11-29,,
ORD-006375,Suresh Shah,CUST-0099,suresh.shah99@example.com,21,Other,Central,Raipur,Travel Guide,PROD-0040,Books,22.38,4,10,80.57,UPI,Completed,2025-09-21,13,4
ORD-006376,Lisa Rodriguez,CUST-0092,lisa.rodriguez92@example.com,50,Female,West,Pune,Fiction Novel,PROD-0037,Books,12.83,2,5,24.38,Credit Card,Completed,2025-01-18,4,
ORD-006377,Ayaan Walker,CUST-0406,ayaan.walker406@example.com,31,Other,South,Coimbatore,Bluetooth Headphones,PROD-0002,Electronics,92.28,3,0,276.84,Cash on Delivery,Returned,2025-07-28,,
ORD-006378,Thomas Johnson,CUST-0524,thomas.johnson524@example.com,26,Female,West,Goa,History of AI,PROD-0038,Books,15.71,4,10,56.56,Cash on Delivery,Completed,2025-08-09,9,5
ORD-006379,Mia Nair,CUST-0311,mia.nair311@example.com,59,Female,East,Kolkata,Keyboard Mechanical,PROD-0007,Electronics,97.82,2,20,156.51,Wallet,Completed,2024-05-09,13,3
ORD-006380,Oliver Lee,CUST-0365,oliver.lee365@example.com,67,Male,Central,Indore,Laptop Stand,PROD-0009,Electronics,59.55,2,0,119.1,Debit Card,Completed,2025-05-29,11,5
ORD-006381,Meena Anderson,CUST-0220,meena.anderson220@example.com,53,Female,North,Amritsar,Keyboard Mechanical,PROD-0007,Electronics,97.82,1,25,73.36,Debit Card,Returned,2024-02-09,,
ORD-006382,Swati Malhotra,CUST-0358,swati.malhotra358@example.com,68,Female,South,Chennai,External SSD 1TB,PROD-0010,Electronics,77.83,1,10,70.05,Wallet,Cancelled,2025-08-11,,
ORD-006383,Krishna Miller,CUST-0530,krishna.miller530@example.com,58,Female,West,Pune,Travel Guide,PROD-0040,Books,22.38,1,0,22.38,Wallet,Pending,2025-02-28,,
ORD-006384,Charlotte Singh,CUST-0561,charlotte.singh561@example.com,49,Male,East,Kolkata,USB-C Hub,PROD-0003,Electronics,61.28,2,5,116.43,Wallet,Completed,2024-11-19,5,4
ORD-006385,Aanya Verma,CUST-0001,aanya.verma1@example.com,32,Male,East,Bhubaneswar,History of AI,PROD-0038,Books,15.71,2,5,29.85,Wallet,Pending,2025-11-07,,
ORD-006386,Manoj Reddy,CUST-0338,manoj.reddy338@example.com,43,Other,East,Guwahati,Dumbbells (Pair),PROD-0042,Sports,77.78,1,5,73.89,Debit Card,Completed,2025-01-27,4,3
ORD-006387,Vihaan Malhotra,CUST-0125,vihaan.malhotra125@example.com,43,Other,Central,Raipur,Tea Kettle,PROD-0030,Home & Kitchen,40.05,4,5,152.19,Cash on Delivery,Returned,2025-07-01,,
ORD-006388,Ashley Jones,CUST-0690,ashley.jones690@example.com,68,Other,North,Lucknow,Basketball,PROD-0046,Sports,39.63,2,5,75.3,Cash on Delivery,Completed,2024-07-07,7,
ORD-006389,Michael Menon,CUST-0521,michael.menon521@example.com,56,Other,South,Kochi,Python Programming,PROD-0031,Books,22.63,1,20,18.1,Debit Card,Completed,2024-06-13,15,
ORD-006390,Myra Rodriguez,CUST-0543,myra.rodriguez543@example.com,22,Female,West,Ahmedabad,Cap,PROD-0019,Clothing,12.46,1,5,11.84,UPI,Completed,2024-03-11,8,4
ORD-006391,David Thomas,CUST-0310,david.thomas310@example.com,28,Male,Central,Raipur,Cookbook,PROD-0039,Books,22.32,3,20,53.57,Credit Card,Cancelled,2025-04-14,,
ORD-006392,Oliver Young,CUST-0697,oliver.young697@example.com,60,Female,Central,Nagpur,Webcam HD,PROD-0006,Electronics,72.22,2,0,144.44,Wallet,Completed,2025-09-22,11,5
ORD-006393,Vihaan Garcia,CUST-0650,vihaan.garcia650@example.com,65,Other,West,Goa,Smartwatch,PROD-0005,Electronics,158.2,1,0,158.2,Wallet,Completed,2024-05-04,6,5
ORD-006394,David Malhotra,CUST-0681,david.malhotra681@example.com,29,Other,East,Bhubaneswar,Dumbbells (Pair),PROD-0042,Sports,77.78,4,15,264.45,Debit Card,Completed,2024-08-11,15,5
ORD-006395,Sophia Desai,CUST-0097,sophia.desai97@example.com,43,Male,West,Surat,Jump Rope,PROD-0044,Sports,18.67,2,10,33.61,Credit Card,Cancelled,2025-04-29,,
ORD-006396,Rohit Brown,CUST-0309,rohit.brown309@example.com,47,Female,Central,Raipur,History of AI,PROD-0038,Books,15.71,1,5,14.92,Debit Card,Completed,2024-04-21,1,
ORD-006397,Aanya Lewis,CUST-0443,aanya.lewis443@example.com,49,Male,South,Coimbatore,Portable Charger,PROD-0004,Electronics,42.05,2,5,79.89,UPI,Completed,2025-11-29,2,4
ORD-006398,Priya Smith,CUST-0762,priya.smith762@example.com,46,Female,North,Delhi,Portable Charger,PROD-0004,Electronics,42.05,2,5,79.89,Wallet,Completed,2024-02-04,6,4
ORD-006399,Pooja Bhat,CUST-0732,pooja.bhat732@example.com,50,Female,East,Guwahati,Cap,PROD-0019,Clothing,12.46,5,5,59.19,Debit Card,Pending,2024-05-17,,
ORD-006400,Manoj Garcia,CUST-0494,manoj.garcia494@example.com,43,Female,North,Jaipur,Laptop Stand,PROD-0009,Electronics,59.55,2,15,101.23,Cash on Delivery,Pending,2025-07-02,,
ORD-006401,Daniel Rao,CUST-0078,daniel.rao78@example.com,40,Female,South,Kochi,Monitor Stand,PROD-0008,Electronics,53.18,3,20,127.63,UPI,Cancelled,2025-03-18,,
ORD-006402,Divya Patel,CUST-0612,divya.patel612@example.com,50,Male,East,Kolkata,Python Programming,PROD-0031,Books,22.63,1,0,22.63,Debit Card,Cancelled,2024-09-09,,
ORD-006403,Aditya Lee,CUST-0324,aditya.lee324@example.com,33,Other,Central,Jabalpur,Cookbook,PROD-0039,Books,22.32,1,5,21.2,Debit Card,Completed,2025-07-18,10,3
ORD-006404,Arjun Thompson,CUST-0212,arjun.thompson212@example.com,23,Female,East,Bhubaneswar,Data Science Handbook,PROD-0032,Books,42.44,1,10,38.2,Cash on Delivery,Completed,2024-07-22,5,4
ORD-006405,Sandra Martinez,CUST-0192,sandra.martinez192@example.com,44,Other,North,Chandigarh,Gym Bag,PROD-0050,Sports,52.65,5,5,250.09,Net Banking,Pending,2024-03-31,,
ORD-006406,Isabella Jackson,CUST-0115,isabella.jackson115@example.com,59,Female,North,Delhi,Water Bottle,PROD-0026,Home & Kitchen,17.56,2,5,33.36,UPI,Cancelled,2025-03-25,,
ORD-006407,Aanya Lewis,CUST-0443,aanya.lewis443@example.com,49,Male,South,Coimbatore,Self-Help Guide,PROD-0036,Books,10.26,4,10,36.94,Cash on Delivery,Cancelled,2024-05-19,,
ORD-006408,Amit Rodriguez,CUST-0644,amit.rodriguez644@example.com,44,Male,West,Ahmedabad,Denim Jeans,PROD-0012,Clothing,82.97,1,15,70.52,Credit Card,Pending,2025-02-20,,
ORD-006409,Jennifer Mehta,CUST-0484,jennifer.mehta484@example.com,49,Male,South,Coimbatore,Laptop Stand,PROD-0009,Electronics,59.55,1,10,53.59,Debit Card,Completed,2025-03-29,14,5
ORD-006410,Daniel Lopez,CUST-0096,daniel.lopez96@example.com,44,Other,North,Lucknow,Coffee Maker,PROD-0021,Home & Kitchen,62.05,3,5,176.84,Debit Card,Completed,2025-03-09,11,4
ORD-006411,Meena Jones,CUST-0107,meena.jones107@example.com,22,Female,South,Chennai,Running Shoes,PROD-0014,Clothing,41.04,2,15,69.77,Wallet,Completed,2025-03-19,10,4
ORD-006412,Betty Lee,CUST-0605,betty.lee605@example.com,51,Male,Central,Bhopal,Sports Socks (3-pack),PROD-0018,Clothing,13.94,4,5,52.97,Net Banking,Cancelled,2024-07-06,,
ORD-006413,Matthew Rodriguez,CUST-0139,matthew.rodriguez139@example.com,36,Male,North,Delhi,Scarf,PROD-0020,Clothing,33.28,1,10,29.95,Cash on Delivery,Pending,2025-02-03,,
ORD-006414,Myra Nair,CUST-0599,myra.nair599@example.com,64,Female,North,Amritsar,Business Strategy,PROD-0035,Books,33.11,3,5,94.36,Cash on Delivery,Completed,2024-03-09,10,4
ORD-006415,Mason Lewis,CUST-0256,mason.lewis256@example.com,56,Other,Central,Bhopal,Jump Rope,PROD-0044,Sports,18.67,1,0,18.67,Cash on Delivery,Pending,2024-08-02,,
ORD-006416,Donald Iyer,CUST-0442,donald.iyer442@example.com,51,Female,South,Hyderabad,Bluetooth Headphones,PROD-0002,Electronics,92.28,5,5,438.33,Wallet,Completed,2024-10-05,2,4
ORD-006417,Daniel Desai,CUST-0758,daniel.desai758@example.com,61,Female,Central,Bhopal,Fiction Novel,PROD-0037,Books,12.83,2,5,24.38,Credit Card,Cancelled,2025-11-05,,
ORD-006418,Anjali Young,CUST-0590,anjali.young590@example.com,59,Male,South,Kochi,Casual Shorts,PROD-0017,Clothing,29.07,4,0,116.28,Credit Card,Completed,2025-09-29,12,5
ORD-006419,Sarah Shah,CUST-0270,sarah.shah270@example.com,52,Other,South,Kochi,USB-C Hub,PROD-0003,Electronics,61.28,4,20,196.1,Cash on Delivery,Completed,2025-04-10,14,4
ORD-006420,Sai Rodriguez,CUST-0289,sai.rodriguez289@example.com,38,Other,Central,Indore,Keyboard Mechanical,PROD-0007,Electronics,97.82,3,0,293.46,Debit Card,Completed,2025-01-24,14,1
ORD-006421,Amit Clark,CUST-0371,amit.clark371@example.com,39,Other,Central,Jabalpur,Laptop Stand,PROD-0009,Electronics,59.55,5,0,297.75,Wallet,Completed,2024-06-27,8,4
ORD-006422,Sarah Harris,CUST-0498,sarah.harris498@example.com,24,Other,East,Ranchi,Hoodie,PROD-0013,Clothing,50.64,2,0,101.28,UPI,Completed,2025-04-10,2,4
ORD-006423,Ishaan Clark,CUST-0346,ishaan.clark346@example.com,50,Other,West,Ahmedabad,Jump Rope,PROD-0044,Sports,18.67,1,10,16.8,Net Banking,Cancelled,2024-04-04,,
ORD-006424,Ashley King,CUST-0633,ashley.king633@example.com,18,Female,South,Chennai,Smartwatch,PROD-0005,Electronics,158.2,2,15,268.94,Debit Card,Pending,2025-08-09,,
ORD-006425,Isha Patel,CUST-0655,isha.patel655@example.com,20,Female,East,Kolkata,Basketball,PROD-0046,Sports,39.63,2,5,75.3,Cash on Delivery,Completed,2024-06-15,8,5
ORD-006426,Rahul Allen,CUST-0103,rahul.allen103@example.com,34,Male,West,Surat,Web Development,PROD-0034,Books,44.41,3,5,126.57,Net Banking,Cancelled,2024-09-27,,
ORD-006427,Ayaan Allen,CUST-0053,ayaan.allen53@example.com,21,Other,East,Kolkata,Portable Charger,PROD-0004,Electronics,42.05,3,5,119.84,Net Banking,Pending,2025-07-26,,
ORD-006428,Mary Jones,CUST-0243,mary.jones243@example.com,36,Female,Central,Jabalpur,Basketball,PROD-0046,Sports,39.63,1,0,39.63,UPI,Completed,2025-07-30,11,3
ORD-006429,Suresh Allen,CUST-0755,suresh.allen755@example.com,68,Female,East,Guwahati,Storage Containers,PROD-0027,Home & Kitchen,35.05,2,0,70.1,UPI,Cancelled,2025-02-04,,
ORD-006430,David Sharma,CUST-0050,david.sharma50@example.com,68,Female,West,Ahmedabad,Gym Bag,PROD-0050,Sports,52.65,2,5,100.03,Debit Card,Cancelled,2025-07-10,,
ORD-006431,Ashley Davis,CUST-0454,ashley.davis454@example.com,70,Male,Central,Raipur,Webcam HD,PROD-0006,Electronics,72.22,4,0,288.88,Debit Card,Pending,2025-07-25,,
ORD-006432,Arjun Jones,CUST-0775,arjun.jones775@example.com,57,Male,East,Ranchi,Gym Bag,PROD-0050,Sports,52.65,2,0,105.3,Debit Card,Completed,2025-08-04,13,4
ORD-006433,Betty Thomas,CUST-0383,betty.thomas383@example.com,37,Female,West,Surat,Scarf,PROD-0020,Clothing,33.28,1,5,31.62,Cash on Delivery,Pending,2024-09-15,,
ORD-006434,Suresh Menon,CUST-0740,suresh.menon740@example.com,63,Other,Central,Nagpur,Cycling Gloves,PROD-0049,Sports,31.15,3,25,70.09,Cash on Delivery,Cancelled,2025-03-01,,
ORD-006435,Ayaan Lopez,CUST-0156,ayaan.lopez156@example.com,58,Male,North,Chandigarh,Wireless Mouse,PROD-0001,Electronics,45.68,1,0,45.68,Net Banking,Completed,2025-06-15,3,
ORD-006436,Elizabeth Martinez,CUST-0224,elizabeth.martinez224@example.com,44,Other,East,Ranchi,Monitor Stand,PROD-0008,Electronics,53.18,3,15,135.61,Debit Card,Returned,2024-10-30,,
ORD-006437,Vihaan Davis,CUST-0695,vihaan.davis695@example.com,45,Male,South,Coimbatore,Python Programming,PROD-0031,Books,22.63,2,25,33.95,Cash on Delivery,Completed,2024-09-28,8,4
ORD-006438,David Jackson,CUST-0482,david.jackson482@example.com,53,Other,South,Kochi,Cotton T-Shirt,PROD-0011,Clothing,30.65,1,5,29.12,Credit Card,Cancelled,2025-05-28,,
ORD-006439,Riya Pillai,CUST-0280,riya.pillai280@example.com,34,Male,North,Chandigarh,Bluetooth Headphones,PROD-0002,Electronics,92.28,2,5,175.33,UPI,Returned,2024-02-28,,
ORD-006440,Matthew Chopra,CUST-0560,matthew.chopra560@example.com,38,Female,South,Chennai,Wireless Mouse,PROD-0001,Electronics,45.68,3,20,109.63,UPI,Completed,2025-10-15,4,3
ORD-006441,Aadhya Shah,CUST-0452,aadhya.shah452@example.com,51,Male,Central,Raipur,Portable Charger,PROD-0004,Electronics,42.05,1,20,33.64,Cash on Delivery,Pending,2024-09-26,,
ORD-006442,Lisa Joshi,CUST-0478,lisa.joshi478@example.com,31,Female,West,Ahmedabad,Blender,PROD-0022,Home & Kitchen,46.5,1,0,46.5,Wallet,Returned,2025-05-09,,
ORD-006443,Isha Pillai,CUST-0641,isha.pillai641@example.com,38,Female,East,Patna,Running Shoes,PROD-0014,Clothing,41.04,1,10,36.94,Wallet,Completed,2024-12-19,14,4
ORD-006444,Rahul Bhat,CUST-0588,rahul.bhat588@example.com,34,Male,North,Jaipur,Winter Jacket,PROD-0016,Clothing,125.83,1,15,106.96,Credit Card,Completed,2025-06-21,11,
ORD-006445,Suresh Kumar,CUST-0037,suresh.kumar37@example.com,55,Other,East,Kolkata,Self-Help Guide,PROD-0036,Books,10.26,1,20,8.21,Debit Card,Completed,2025-07-12,10,4
ORD-006446,Swati Verma,CUST-0208,swati.verma208@example.com,18,Other,West,Ahmedabad,Casual Shorts,PROD-0017,Clothing,29.07,2,5,55.23,Wallet,Returned,2025-01-02,,
ORD-006447,Pooja Chopra,CUST-0631,pooja.chopra631@example.com,65,Other,Central,Nagpur,Winter Jacket,PROD-0016,Clothing,125.83,1,5,119.54,UPI,Completed,2025-07-09,6,4
