I Sr No,Cust Name,Cust ID,Product Name,Product ID,Product Price,Quantity,Transaction ID,Transaction Date
7146,Rajesh Allen,CUST-0415,Blender,PROD-0022,46.5,1,TXN-007146,2025-04-13
7147,Sai Williams,CUST-0128,Self-Help Guide,PROD-0036,10.26,2,TXN-007147,2024-01-05
7148,Ayaan Rao,CUST-0039,Cycling Gloves,PROD-0049,31.15,2,TXN-007148,2025-08-25
7149,Michael Brown,CUST-0349,Sports Socks (3-pack),PROD-0018,13.94,1,TXN-007149,2025-06-04
7150,Donald Anderson,CUST-0467,Running Shoes,PROD-0014,41.04,4,TXN-007150,2024-10-18
7151,Daniel Desai,CUST-0758,Tennis Racket,PROD-0047,61.92,2,TXN-007151,2025-02-15
7152,Arjun Shah,CUST-0683,Knife Set,PROD-0025,68.52,2,TXN-007152,2025-03-20
7153,Aanya Singh,CUST-0441,Dish Rack,PROD-0029,28.32,2,TXN-007153,2025-09-17
7154,Meena Jones,CUST-0594,Casual Shorts,PROD-0017,29.07,2,TXN-007154,2025-02-22
7155,Neha Iyer,CUST-0718,Keyboard Mechanical,PROD-0007,97.82,2,TXN-007155,2025-10-19
7156,Joseph White,CUST-0023,Cutting Board,PROD-0028,11.96,2,TXN-007156,2024-03-28
7157,Aarav Kulkarni,CUST-0268,Travel Guide,PROD-0040,22.38,2,TXN-007157,2024-03-25
7158,Lucas Davis,CUST-0083,Bluetooth Headphones,PROD-0002,92.28,5,TXN-007158,2024-08-08
7159,Myra Menon,CUST-0537,Casual Shorts,PROD-0017,29.07,3,TXN-007159,2025-04-03
7160,John Smith,CUST-0106,Blender,PROD-0022,46.5,1,TXN-007160,2025-01-02
7161,Patricia Chopra,CUST-0429,Cutting Board,PROD-0028,11.96,3,TXN-007161,2024-01-01
7162,Jennifer Shah,CUST-0669,Blender,PROD-0022,46.5,1,TXN-007162,2025-06-01
7163,John Malhotra,CUST-0433,Bluetooth Headphones,PROD-0002,92.28,2,TXN-007163,2025-01-28
7164,John Jones,CUST-0504,Resistance Bands,PROD-0043,22.74,1,TXN-007164,2025-07-30
7165,Divya Davis,CUST-0741,Jump Rope,PROD-0044,18.67,1,TXN-007165,2024-10-17
7166,Mark Jackson,CUST-0711,Running Shoes,PROD-0014,41.04,5,TXN-007166,2025-01-11
7167,Jessica Rao,CUST-0626,Yoga Mat,PROD-0041,42.7,5,TXN-007167,2025-08-12
7168,Krishna Miller,CUST-0530,Coffee Maker,PROD-0021,62.05,1,TXN-007168,2024-10-11
7169,Jennifer Moore,CUST-0332,Cycling Gloves,PROD-0049,31.15,4,TXN-007169,2025-10-23
7170,Amit Robinson,CUST-0344,Storage Containers,PROD-0027,35.05,2,TXN-007170,2025-12-25
7171,Myra Sharma,CUST-0591,Formal Shirt,PROD-0015,57.36,2,TXN-007171,2024-11-14
7172,Sunita Kumar,CUST-0047,Laptop Stand,PROD-0009,59.55,3,TXN-007172,2024-09-27
7173,Riya Jones,CUST-0183,Self-Help Guide,PROD-0036,10.26,2,TXN-007173,2025-04-27
7174,Richard Menon,CUST-0720,Business Strategy,PROD-0035,33.11,2,TXN-007174,2024-12-05
7175,Deepak Kulkarni,CUST-0457,Monitor Stand,PROD-0008,53.18,1,TXN-007175,2024-02-04
7176,Noah Lopez,CUST-0134,Blender,PROD-0022,46.5,1,TXN-007176,2025-11-29
7177,Myra Smith,CUST-0247,Business Strategy,PROD-0035,33.11,1,TXN-007177,2025-12-23
7178,Noah Pillai,CUST-0503,Cutting Board,PROD-0028,11.96,3,TXN-007178,2025-01-20
7179,Rohit Brown,CUST-0309,Machine Learning Guide,PROD-0033,42.63,5,TXN-007179,2024-03-14
7180,Donald Williams,CUST-0645,Storage Containers,PROD-0027,35.05,3,TXN-007180,2024-09-12
7181,Krishna Miller,CUST-0530,Dumbbells (Pair),PROD-0042,77.78,1,TXN-007181,2024-09-07
7182,Aanya Miller,CUST-0777,Swimming Goggles,PROD-0048,16.81,2,TXN-007182,2025-07-26
7183,Nancy Thomas,CUST-0054,Resistance Bands,PROD-0043,22.74,1,TXN-007183,2024-11-26
7184,Mary White,CUST-0525,Toaster,PROD-0023,31.12,1,TXN-007184,2024-03-27
7185,Joseph White,CUST-0023,Gym Bag,PROD-0050,52.65,1,TXN-007185,2024-05-24
7186,Jessica Brown,CUST-0450,Self-Help Guide,PROD-0036,10.26,2,TXN-007186,2025-09-07
7187,Ashley Chopra,CUST-0342,Webcam HD,PROD-0006,72.22,5,TXN-007187,2025-09-17
7188,Sneha Verma,CUST-0665,Running Shoes,PROD-0014,41.04,1,TXN-007188,2024-10-28
7189,Karen Iyer,CUST-0659,Machine Learning Guide,PROD-0033,42.63,4,TXN-007189,2024-05-30
7190,Mary Bhat,CUST-0726,Data Science Handbook,PROD-0032,42.44,2,TXN-007190,2025-06-20
7191,Betty White,CUST-0386,Cycling Gloves,PROD-0049,31.15,2,TXN-007191,2024-08-09
7192,Isabella Johnson,CUST-0397,Coffee Maker,PROD-0021,62.05,2,TXN-007192,2024-02-22
7193,Swati Williams,CUST-0199,Swimming Goggles,PROD-0048,16.81,2,TXN-007193,2024-09-16
7194,Linda Martin,CUST-0312,Jump Rope,PROD-0044,18.67,1,TXN-007194,2025-10-05
7195,Anthony Wright,CUST-0610,Casual Shorts,PROD-0017,29.07,2,TXN-007195,2025-09-04
7196,Sara Davis,CUST-0387,Swimming Goggles,PROD-0048,16.81,3,TXN-007196,2024-09-07
7197,Mark Malhotra,CUST-0239,Keyboard Mechanical,PROD-0007,97.82,2,TXN-007197,2025-11-21
7198,Nikhil Thompson,CUST-0155,Hoodie,PROD-0013,50.64,1,TXN-007198,2025-03-26
7199,Reyansh Joshi,CUST-0696,Storage Containers,PROD-0027,35.05,1,TXN-007199,2024-02-18
7200,Pari Thomas,CUST-0460,Formal Shirt,PROD-0015,57.36,3,TXN-007200,2025-04-02
7201,Rohit Brown,CUST-0309,Sports Socks (3-pack),PROD-0018,13.94,4,TXN-007201,2025-04-17
7202,Emma Kulkarni,CUST-0473,Cutting Board,PROD-0028,11.96,1,TXN-007202,2025-02-27
7203,Susan Robinson,CUST-0140,Knife Set,PROD-0025,68.52,1,TXN-007203,2025-02-05
7204,Aanya Gupta,CUST-0456,Business Strategy,PROD-0035,33.11,1,TXN-007204,2024-02-12
7205,Pooja Martinez,CUST-0522,Travel Guide,PROD-0040,22.38,4,TXN-007205,2025-07-21
7206,Manoj Hernandez,CUST-0620,Data Science Handbook,PROD-0032,42.44,3,TXN-007206,2024-09-28
7207,Jennifer Martin,CUST-0508,Gym Bag,PROD-0050,52.65,4,TXN-007207,2025-09-19
7208,Riya Pillai,CUST-0280,Jump Rope,PROD-0044,18.67,1,TXN-007208,2024-09-02
7209,Mason Mehta,CUST-0293,Machine Learning Guide,PROD-0033,42.63,3,TXN-007209,2024-05-21
7210,Mia Chopra,CUST-0602,Toaster,PROD-0023,31.12,3,TXN-007210,2025-04-01
7211,Sunita Rao,CUST-0768,Tea Kettle,PROD-0030,40.05,3,TXN-007211,2024-01-29
7212,Patricia Taylor,CUST-0772,Winter Jacket,PROD-0016,125.83,2,TXN-007212,2025-04-21
7213,Susan Davis,CUST-0430,Self-Help Guide,PROD-0036,10.26,2,TXN-007213,2024-01-26
7214,Sai Davis,CUST-0272,External SSD 1TB,PROD-0010,77.83,1,TXN-007214,2025-05-06
7215,Aarav Menon,CUST-0432,Tea Kettle,PROD-0030,40.05,1,TXN-007215,2024-11-11
7216,Divya Patel,CUST-0612,Dish Rack,PROD-0029,28.32,1,TXN-007216,2024-11-01
7217,Vikram Davis,CUST-0091,Smartwatch,PROD-0005,158.2,1,TXN-007217,2025-04-27
7218,John Pillai,CUST-0785,Running Shoes,PROD-0014,41.04,2,TXN-007218,2024-07-31
7219,Charlotte Jackson,CUST-0061,Travel Guide,PROD-0040,22.38,2,TXN-007219,2024-02-03
7220,Karen Iyer,CUST-0659,Basketball,PROD-0046,39.63,1,TXN-007220,2024-10-11
7221,Daniel Singh,CUST-0757,USB-C Hub,PROD-0003,61.28,3,TXN-007221,2025-01-16
7222,Priya Martinez,CUST-0408,Toaster,PROD-0023,31.12,3,TXN-007222,2024-06-02
7223,Linda Iyer,CUST-0248,Swimming Goggles,PROD-0048,16.81,1,TXN-007223,2024-09-26
7224,James Harris,CUST-0352,Winter Jacket,PROD-0016,125.83,2,TXN-007224,2024-12-07
7225,Riya Jackson,CUST-0671,Resistance Bands,PROD-0043,22.74,2,TXN-007225,2024-09-08
7226,Ishaan Jackson,CUST-0351,Denim Jeans,PROD-0012,82.97,4,TXN-007226,2025-11-24
7227,Noah Lopez,CUST-0134,Storage Containers,PROD-0027,35.05,2,TXN-007227,2024-02-02
7228,Nikhil Walker,CUST-0647,Jump Rope,PROD-0044,18.67,4,TXN-007228,2025-11-18
7229,Margaret Young,CUST-0781,Wireless Mouse,PROD-0001,45.68,4,TXN-007229,2024-02-07
7230,Anjali Gupta,CUST-0267,Tea Kettle,PROD-0030,40.05,1,TXN-007230,2025-08-07
7231,Suresh Allen,CUST-0755,Webcam HD,PROD-0006,72.22,1,TXN-007231,2024-09-08
7232,Linda Pillai,CUST-0316,History of AI,PROD-0038,15.71,5,TXN-007232,2025-11-12
7233,Amit Clark,CUST-0371,Storage Containers,PROD-0027,35.05,1,TXN-007233,2025-09-06
7234,Suresh Bhat,CUST-0706,Cycling Gloves,PROD-0049,31.15,2,TXN-007234,2025-08-04
7235,Michael Smith,CUST-0606,Swimming Goggles,PROD-0048,16.81,1,TXN-007235,2024-11-17
7236,Lucas Davis,CUST-0083,Webcam HD,PROD-0006,72.22,2,TXN-007236,2025-11-30
7237,Deepak Jackson,CUST-0326,Machine Learning Guide,PROD-0033,42.63,1,TXN-007237,2025-04-03
7238,Neha Rodriguez,CUST-0284,Water Bottle,PROD-0026,17.56,2,TXN-007238,2024-11-15
7239,Susan Clark,CUST-0748,Scarf,PROD-0020,33.28,2,TXN-007239,2025-03-11
7240,Daniel Lopez,CUST-0096,Machine Learning Guide,PROD-0033,42.63,2,TXN-007240,2025-10-25
7241,John Walker,CUST-0419,Machine Learning Guide,PROD-0033,42.63,2,TXN-007241,2024-01-01
7242,Anthony Jones,CUST-0288,Tennis Racket,PROD-0047,61.92,2,TXN-007242,2025-08-20
7243,Ayaan Wright,CUST-0422,Water Bottle,PROD-0026,17.56,2,TXN-007243,2025-01-27
7244,Charlotte Singh,CUST-0561,External SSD 1TB,PROD-0010,77.83,3,TXN-007244,2024-01-17
7245,Sandra Malhotra,CUST-0759,Non-Stick Pan,PROD-0024,32.73,3,TXN-007245,2025-01-12
7246,Swati Gupta,CUST-0414,Blender,PROD-0022,46.5,5,TXN-007246,2025-08-23
7247,Aditya Patel,CUST-0384,Bluetooth Headphones,PROD-0002,92.28,2,TXN-007247,2025-09-25
7248,Nisha Mehta,CUST-0070,Sports Socks (3-pack),PROD-0018,13.94,3,TXN-007248,2025-12-19
7249,Mark Malhotra,CUST-0239,Football,PROD-0045,29.05,1,TXN-007249,2024-07-03
7250,Linda Clark,CUST-0589,Basketball,PROD-0046,39.63,1,TXN-007250,2025-03-08
7251,Mason Mehta,CUST-0293,Bluetooth Headphones,PROD-0002,92.28,1,TXN-007251,2025-05-07
7252,Oliver Young,CUST-0697,Winter Jacket,PROD-0016,125.83,2,TXN-007252,2025-03-08
7253,Rahul Malhotra,CUST-0179,External SSD 1TB,PROD-0010,77.83,1,TXN-007253,2024-02-26
7254,Ishaan Rodriguez,CUST-0364,Smartwatch,PROD-0005,158.2,1,TXN-007254,2024-03-31
7255,Sara Lewis,CUST-0545,Knife Set,PROD-0025,68.52,1,TXN-007255,2024-11-11
7256,Daniel Singh,CUST-0497,Scarf,PROD-0020,33.28,2,TXN-007256,2024-09-06
7257,Nisha Thompson,CUST-0219,Self-Help Guide,PROD-0036,10.26,2,TXN-007257,2024-04-02
7258,Sandra Kulkarni,CUST-0260,Tea Kettle,PROD-0030,40.05,3,TXN-007258,2025-05-27
7259,Arjun Nair,CUST-0348,Cotton T-Shirt,PROD-0011,30.65,1,TXN-007259,2024-11-02
7260,David Thomas,CUST-0310,Laptop Stand,PROD-0009,59.55,1,TXN-007260,2024-12-01
7261,Ishaan Taylor,CUST-0621,Casual Shorts,PROD-0017,29.07,1,TXN-007261,2024-01-18
7262,Joseph Garcia,CUST-0765,Jump Rope,PROD-0044,18.67,1,TXN-007262,2024-08-19
7263,Elizabeth Wright,CUST-0517,Python Programming,PROD-0031,22.63,2,TXN-007263,2024-12-31
7264,Sai Walker,CUST-0085,Business Strategy,PROD-0035,33.11,4,TXN-007264,2025-11-29
7265,Charlotte Thompson,CUST-0717,Cycling Gloves,PROD-0049,31.15,4,TXN-007265,2025-02-27
7266,Pari Gupta,CUST-0318,Data Science Handbook,PROD-0032,42.44,2,TXN-007266,2024-04-07
7267,Reyansh White,CUST-0209,Webcam HD,PROD-0006,72.22,5,TXN-007267,2025-01-10
7268,Meena Rao,CUST-0079,Machine Learning Guide,PROD-0033,42.63,2,TXN-007268,2024-01-09
7269,Nancy Bhat,CUST-0145,Toaster,PROD-0023,31.12,2,TXN-007269,2024-07-19
7270,Jessica Chopra,CUST-0274,Storage Containers,PROD-0027,35.05,3,TXN-007270,2025-07-01
7271,Susan Lewis,CUST-0081,Toaster,PROD-0023,31.12,1,TXN-007271,2025-09-28
7272,Vihaan Anderson,CUST-0540,Gym Bag,PROD-0050,52.65,2,TXN-007272,2025-10-15
7273,Richard Robinson,CUST-0172,Football,PROD-0045,29.05,1,TXN-007273,2025-07-17
7274,Pari Robinson,CUST-0617,Coffee Maker,PROD-0021,62.05,1,TXN-007274,2025-09-29
7275,Vivaan Johnson,CUST-0635,Portable Charger,PROD-0004,42.05,3,TXN-007275,2025-06-19
7276,Mia Nair,CUST-0311,Basketball,PROD-0046,39.63,4,TXN-007276,2024-03-18
7277,Ashley Martinez,CUST-0175,Self-Help Guide,PROD-0036,10.26,5,TXN-007277,2024-12-04
7278,Diya Thomas,CUST-0370,Web Development,PROD-0034,44.41,3,TXN-007278,2024-04-23
7279,Betty White,CUST-0386,Tea Kettle,PROD-0030,40.05,1,TXN-007279,2025-09-27
7280,Riya Jones,CUST-0183,Running Shoes,PROD-0014,41.04,2,TXN-007280,2024-04-09
7281,Mia Chopra,CUST-0602,Formal Shirt,PROD-0015,57.36,1,TXN-007281,2025-08-08
7282,Charlotte Johnson,CUST-0094,Self-Help Guide,PROD-0036,10.26,4,TXN-007282,2024-02-12
7283,Arjun Thompson,CUST-0750,Portable Charger,PROD-0004,42.05,5,TXN-007283,2025-06-29
7284,Mia Kulkarni,CUST-0067,Casual Shorts,PROD-0017,29.07,4,TXN-007284,2024-07-12
7285,Aanya Chopra,CUST-0266,Laptop Stand,PROD-0009,59.55,3,TXN-007285,2024-06-26
7286,Rajesh Kulkarni,CUST-0320,Cotton T-Shirt,PROD-0011,30.65,1,TXN-007286,2025-09-14
7287,Margaret Martin,CUST-0379,Fiction Novel,PROD-0037,12.83,2,TXN-007287,2024-09-04
7288,Sara Taylor,CUST-0782,Portable Charger,PROD-0004,42.05,3,TXN-007288,2024-04-14
7289,Matthew Reddy,CUST-0178,Smartwatch,PROD-0005,158.2,2,TXN-007289,2024-06-07
7290,Jennifer Mehta,CUST-0484,Hoodie,PROD-0013,50.64,1,TXN-007290,2024-03-30
7291,Myra Thomas,CUST-0303,Tennis Racket,PROD-0047,61.92,2,TXN-007291,2024-07-20
7292,Mason Lewis,CUST-0256,Webcam HD,PROD-0006,72.22,1,TXN-007292,2025-10-18
7293,Oliver Lee,CUST-0365,Non-Stick Pan,PROD-0024,32.73,1,TXN-007293,2024-02-25
7294,Nikhil Clark,CUST-0065,Coffee Maker,PROD-0021,62.05,1,TXN-007294,2024-07-13
7295,Charlotte Jackson,CUST-0061,Scarf,PROD-0020,33.28,1,TXN-007295,2025-04-05
7296,Aadhya Shah,CUST-0452,Business Strategy,PROD-0035,33.11,1,TXN-007296,2025-12-30
7297,Rahul Allen,CUST-0103,Portable Charger,PROD-0004,42.05,2,TXN-007297,2025-02-21
7298,Diya Thomas,CUST-0370,Travel Guide,PROD-0040,22.38,2,TXN-007298,2025-11-10
7299,Ishaan Young,CUST-0787,Coffee Maker,PROD-0021,62.05,1,TXN-007299,2025-02-20
7300,Pooja Johnson,CUST-0760,Basketball,PROD-0046,39.63,2,TXN-007300,2024-11-08
7301,Krishna Walker,CUST-0334,Scarf,PROD-0020,33.28,1,TXN-007301,2025-07-25
7302,Pooja Johnson,CUST-0760,Denim Jeans,PROD-0012,82.97,2,TXN-007302,2024-04-10
7303,Nancy Bhat,CUST-0145,Storage Containers,PROD-0027,35.05,4,TXN-007303,2025-09-04
7304,Jessica Chopra,CUST-0274,Blender,PROD-0022,46.5,1,TXN-007304,2025-03-02
7305,Robert Verma,CUST-0315,Jump Rope,PROD-0044,18.67,1,TXN-007305,2025-09-24
7306,Anthony Malhotra,CUST-0752,Keyboard Mechanical,PROD-0007,97.82,1,TXN-007306,2024-04-17
7307,Priya Mehta,CUST-0712,Swimming Goggles,PROD-0048,16.81,1,TXN-007307,2025-10-18
7308,Elizabeth Thomas,CUST-0390,Football,PROD-0045,29.05,2,TXN-007308,2024-01-18
7309,Charlotte Jackson,CUST-0061,Cycling Gloves,PROD-0049,31.15,4,TXN-007309,2025-12-20
7310,Sara Anderson,CUST-0745,Web Development,PROD-0034,44.41,2,TXN-007310,2024-06-12
7311,David Malhotra,CUST-0681,Casual Shorts,PROD-0017,29.07,1,TXN-007311,2024-05-06
7312,Rajesh Allen,CUST-0415,Business Strategy,PROD-0035,33.11,1,TXN-007312,2025-05-30
7313,Krishna Thomas,CUST-0129,External SSD 1TB,PROD-0010,77.83,2,TXN-007313,2025-10-10
7314,Sara Patel,CUST-0512,Toaster,PROD-0023,31.12,4,TXN-007314,2025-02-15
7315,Ashley Martinez,CUST-0175,Dumbbells (Pair),PROD-0042,77.78,3,TXN-007315,2025-09-25
7316,William Kulkarni,CUST-0583,Gym Bag,PROD-0050,52.65,1,TXN-007316,2024-05-29
7317,Ananya Patel,CUST-0032,Web Development,PROD-0034,44.41,1,TXN-007317,2024-10-04
7318,Liam Clark,CUST-0509,Fiction Novel,PROD-0037,12.83,3,TXN-007318,2025-12-26
7319,Rohit Miller,CUST-0089,Swimming Goggles,PROD-0048,16.81,1,TXN-007319,2024-12-19
7320,William Kulkarni,CUST-0583,Formal Shirt,PROD-0015,57.36,1,TXN-007320,2025-10-11
7321,Reyansh Lewis,CUST-0649,Yoga Mat,PROD-0041,42.7,1,TXN-007321,2024-05-12
7322,Vivaan Malhotra,CUST-0779,Laptop Stand,PROD-0009,59.55,2,TXN-007322,2025-04-11
7323,Karan Davis,CUST-0051,Basketball,PROD-0046,39.63,1,TXN-007323,2024-05-29
7324,Ananya Patel,CUST-0032,USB-C Hub,PROD-0003,61.28,5,TXN-007324,2025-11-07
7325,Sunita Robinson,CUST-0475,Sports Socks (3-pack),PROD-0018,13.94,2,TXN-007325,2025-09-22
7326,Patricia White,CUST-0506,Swimming Goggles,PROD-0048,16.81,1,TXN-007326,2024-07-14
7327,Sunita Malhotra,CUST-0570,Tea Kettle,PROD-0030,40.05,4,TXN-007327,2024-05-28
7328,Michael Jones,CUST-0625,Toaster,PROD-0023,31.12,1,TXN-007328,2024-12-08
7329,Anthony Thompson,CUST-0191,Basketball,PROD-0046,39.63,3,TXN-007329,2024-12-05
7330,Oliver Patel,CUST-0694,Machine Learning Guide,PROD-0033,42.63,4,TXN-007330,2025-10-19
7331,Lisa Hernandez,CUST-0024,Basketball,PROD-0046,39.63,4,TXN-007331,2025-10-08
7332,Oliver Verma,CUST-0529,Water Bottle,PROD-0026,17.56,1,TXN-007332,2025-01-24
7333,Patricia Joshi,CUST-0045,Cap,PROD-0019,12.46,2,TXN-007333,2024-06-26
7334,John Martin,CUST-0187,Casual Shorts,PROD-0017,29.07,1,TXN-007334,2025-01-02
7335,Karen Rao,CUST-0308,Python Programming,PROD-0031,22.63,1,TXN-007335,2025-02-12
7336,Nikhil Patel,CUST-0710,Cookbook,PROD-0039,22.32,5,TXN-007336,2024-02-12
7337,Diya Chopra,CUST-0736,History of AI,PROD-0038,15.71,1,TXN-007337,2024-03-26
7338,Vihaan Garcia,CUST-0650,Machine Learning Guide,PROD-0033,42.63,5,TXN-007338,2025-08-21
7339,Mark Mehta,CUST-0518,Blender,PROD-0022,46.5,2,TXN-007339,2025-12-05
7340,Aanya Chopra,CUST-0266,Running Shoes,PROD-0014,41.04,1,TXN-007340,2025-02-02
7341,Manoj Reddy,CUST-0338,Yoga Mat,PROD-0041,42.7,3,TXN-007341,2025-03-17
7342,Matthew Martin,CUST-0138,Formal Shirt,PROD-0015,57.36,2,TXN-007342,2025-05-18
7343,Sai Walker,CUST-0544,Machine Learning Guide,PROD-0033,42.63,4,TXN-007343,2025-03-29
7344,Mary Bhat,CUST-0746,Knife Set,PROD-0025,68.52,1,TXN-007344,2025-12-14
7345,Sai Garcia,CUST-0629,Travel Guide,PROD-0040,22.38,3,TXN-007345,2024-03-16
7346,Pari Lee,CUST-0211,Knife Set,PROD-0025,68.52,2,TXN-007346,2024-02-23
7347,Manoj Desai,CUST-0427,Dumbbells (Pair),PROD-0042,77.78,1,TXN-007347,2024-05-21
7348,Michael Smith,CUST-0606,Bluetooth Headphones,PROD-0002,92.28,4,TXN-007348,2024-04-10
7349,Sara Anderson,CUST-0745,Hoodie,PROD-0013,50.64,2,TXN-007349,2024-01-10
7350,Linda Chopra,CUST-0287,Python Programming,PROD-0031,22.63,3,TXN-007350,2024-10-10
7351,Aarav Robinson,CUST-0682,Cycling Gloves,PROD-0049,31.15,2,TXN-007351,2024-03-22
7352,Patricia Taylor,CUST-0772,Fiction Novel,PROD-0037,12.83,2,TXN-007352,2024-08-07
7353,Pooja Martinez,CUST-0522,Bluetooth Headphones,PROD-0002,92.28,1,TXN-007353,2024-05-04
7354,Vivaan Malhotra,CUST-0779,Tennis Racket,PROD-0047,61.92,3,TXN-007354,2025-06-17
7355,Ananya Pillai,CUST-0601,Cycling Gloves,PROD-0049,31.15,1,TXN-007355,2024-09-08
7356,Ayaan Jackson,CUST-0574,Cotton T-Shirt,PROD-0011,30.65,5,TXN-007356,2025-08-06
7357,Ananya Thompson,CUST-0297,Scarf,PROD-0020,33.28,1,TXN-007357,2025-12-29
7358,Patricia Taylor,CUST-0772,Monitor Stand,PROD-0008,53.18,1,TXN-007358,2025-07-30
7359,Betty Chopra,CUST-0749,Portable Charger,PROD-0004,42.05,5,TXN-007359,2024-08-26
7360,Linda Pillai,CUST-0316,Dish Rack,PROD-0029,28.32,1,TXN-007360,2024-09-02
7361,Mia Thomas,CUST-0603,Toaster,PROD-0023,31.12,4,TXN-007361,2025-02-22
7362,Reyansh King,CUST-0486,Running Shoes,PROD-0014,41.04,2,TXN-007362,2025-07-31
7363,Betty Brown,CUST-0340,Tennis Racket,PROD-0047,61.92,1,TXN-007363,2025-11-04
7364,Susan Clark,CUST-0748,Water Bottle,PROD-0026,17.56,2,TXN-007364,2025-07-23
7365,Lucas Patel,CUST-0262,Machine Learning Guide,PROD-0033,42.63,3,TXN-007365,2025-02-17
7366,Mary Smith,CUST-0642,Web Development,PROD-0034,44.41,3,TXN-007366,2025-02-27
7367,Betty Brown,CUST-0340,Knife Set,PROD-0025,68.52,2,TXN-007367,2024-06-01
7368,Aditya Thompson,CUST-0608,Cotton T-Shirt,PROD-0011,30.65,1,TXN-007368,2025-11-10
7369,Matthew Harris,CUST-0679,Business Strategy,PROD-0035,33.11,2,TXN-007369,2024-06-11
7370,William Martinez,CUST-0539,Cotton T-Shirt,PROD-0011,30.65,3,TXN-007370,2024-01-02
7371,Vivaan Malhotra,CUST-0779,Cycling Gloves,PROD-0049,31.15,1,TXN-007371,2024-08-11
7372,Oliver Kumar,CUST-0158,Winter Jacket,PROD-0016,125.83,1,TXN-007372,2024-02-12
7373,Krishna Moore,CUST-0448,Machine Learning Guide,PROD-0033,42.63,2,TXN-007373,2025-03-13
7374,Isabella Davis,CUST-0549,Tennis Racket,PROD-0047,61.92,1,TXN-007374,2025-03-08
7375,Daniel Singh,CUST-0497,Storage Containers,PROD-0027,35.05,2,TXN-007375,2025-05-29
7376,Riya Menon,CUST-0019,Travel Guide,PROD-0040,22.38,4,TXN-007376,2024-10-12
7377,Jennifer Moore,CUST-0332,Self-Help Guide,PROD-0036,10.26,1,TXN-007377,2024-10-02
7378,Anthony Malhotra,CUST-0752,Sports Socks (3-pack),PROD-0018,13.94,2,TXN-007378,2025-08-11
7379,Meena Kumar,CUST-0487,Blender,PROD-0022,46.5,1,TXN-007379,2024-08-24
7380,Sarah Thomas,CUST-0366,Yoga Mat,PROD-0041,42.7,1,TXN-007380,2025-05-04
7381,Sara Wright,CUST-0331,Toaster,PROD-0023,31.12,2,TXN-007381,2025-12-27
7382,Manoj Reddy,CUST-0338,Cookbook,PROD-0039,22.32,2,TXN-007382,2025-05-30
7383,Charlotte Thompson,CUST-0717,Travel Guide,PROD-0040,22.38,2,TXN-007383,2025-07-04
7384,Mary Bhat,CUST-0726,Tea Kettle,PROD-0030,40.05,5,TXN-007384,2024-03-30
7385,Daniel Taylor,CUST-0703,Smartwatch,PROD-0005,158.2,3,TXN-007385,2024-10-25
7386,Vihaan Anderson,CUST-0540,Knife Set,PROD-0025,68.52,2,TXN-007386,2024-06-09
7387,Kavita King,CUST-0439,Dish Rack,PROD-0029,28.32,1,TXN-007387,2024-05-03
7388,Sandra Desai,CUST-0767,Dumbbells (Pair),PROD-0042,77.78,1,TXN-007388,2025-09-23
7389,Vihaan Rao,CUST-0634,Data Science Handbook,PROD-0032,42.44,2,TXN-007389,2024-12-08
7390,John Pillai,CUST-0230,Sports Socks (3-pack),PROD-0018,13.94,2,TXN-007390,2024-12-30
7391,Deepak Jackson,CUST-0326,Smartwatch,PROD-0005,158.2,3,TXN-007391,2025-10-18
7392,Kavita Thompson,CUST-0447,Scarf,PROD-0020,33.28,4,TXN-007392,2025-09-18
7393,Ashley Jones,CUST-0413,Dish Rack,PROD-0029,28.32,2,TXN-007393,2025-03-13
7394,Anthony White,CUST-0244,Tennis Racket,PROD-0047,61.92,1,TXN-007394,2024-02-21
7395,Diya Garcia,CUST-0580,Running Shoes,PROD-0014,41.04,1,TXN-007395,2025-05-31
7396,Richard Gupta,CUST-0189,Portable Charger,PROD-0004,42.05,3,TXN-007396,2025-02-09
7397,Sarah Joshi,CUST-0197,USB-C Hub,PROD-0003,61.28,1,TXN-007397,2024-12-01
7398,Anjali Young,CUST-0590,Python Programming,PROD-0031,22.63,2,TXN-007398,2024-06-07
7399,Vikram Bhat,CUST-0177,Sports Socks (3-pack),PROD-0018,13.94,1,TXN-007399,2025-06-20
7400,Anthony Jones,CUST-0288,Cycling Gloves,PROD-0049,31.15,2,TXN-007400,2024-08-08
7401,Ananya King,CUST-0313,Gym Bag,PROD-0050,52.65,2,TXN-007401,2024-06-20
7402,Sarah Shah,CUST-0492,Knife Set,PROD-0025,68.52,2,TXN-007402,2024-02-19
7403,Diya Young,CUST-0582,Yoga Mat,PROD-0041,42.7,2,TXN-007403,2024-09-17
7404,Kavita Thompson,CUST-0447,Dumbbells (Pair),PROD-0042,77.78,2,TXN-007404,2024-03-25
7405,Reyansh Lewis,CUST-0649,Machine Learning Guide,PROD-0033,42.63,5,TXN-007405,2024-10-08
7406,Charles Moore,CUST-0009,Running Shoes,PROD-0014,41.04,1,TXN-007406,2024-11-03
7407,Oliver Thomas,CUST-0567,Wireless Mouse,PROD-0001,45.68,1,TXN-007407,2024-12-07
7408,Neha Miller,CUST-0225,Dish Rack,PROD-0029,28.32,3,TXN-007408,2025-01-18
